ID,Name,Description,Add,Tel,CoverImage,TagsStr,PriceLevel,AvgPrice,City,Town,ServiceTime,Parking,Payment,Website,GoogleMap,Px,Py,Region,Google_Status,Google_Reviews,Google_Photos,Place_ID,desc_len,V6_2_Description,Category,Tags,Cosine_Score,Confidence_Percent,Refined_Text
C3_376430000A_001943,卡托米利庭園咖啡,2016海客之都認證餐廳推薦菜色：黑森林花果茶、青醬野菇鮭魚麵、檸檬香茅烤雞腿排取名世界前一百大勝地，希臘米克諾斯島著名地標KATO MILI，島上五座風車一直是人們的心之嚮往；而今在永安的卡托米利庭園咖啡找到如同KATO MILI的明媚風光。所有的氛圍感受從一下車即被營造，藍天、白色建築、大風車、綠草皮、愛心池&hellip;&hellip;來此的顧客，幾乎動作如出一轍，馬上拿出手機，索性先拍照打卡再說。進入餐廳後，又是另一風情，牆壁壁畫透露著希臘的街景，一筆一畫出自於美術系畢業的陳老闆娘，看著她臉上洋溢的幸褔感，一時之間，我們都明白了，卡托米利是她心中的夢想樂園，而她將夢境，喔不，是將大家的夢境點石成真。 新奇又吸睛的海客義大利餐，喜歡喝咖啡的顧客經常也會收到陳老闆娘的愛心拉花，讓人彷彿置身在國外之餘，又增添夢幻。白蘭地蛤蜊義大利麵、鬱香鮮蚵海鮮燉飯，或是深受小朋友...,桃園市327新屋區東福路三段1038巷48號,886-3-4768668,,,$$,1364.0,桃園市,新屋區,10:00~19:00,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/%E5%8D%A1%E6%89%98%E7%B1%B3%E5%88%A9%E5%BA%AD%E5%9C%92%E5%92%96%E5%95%A1%E7%B2%89%E7%B5%B2%E5%9C%98-268885293132139/,https://www.google.com/maps/search/?api=1&query=%E5%8D%A1%E6%89%98%E7%B1%B3%E5%88%A9%E5%BA%AD%E5%9C%92%E5%92%96%E5%95%A1%20%E6%A1%83%E5%9C%92%E5%B8%82327%E6%96%B0%E5%B1%8B%E5%8D%80%E6%9D%B1%E7%A6%8F%E8%B7%AF%E4%B8%89%E6%AE%B51038%E5%B7%B748%E8%99%9F,120.99348,24.94056,North,Active/Open,1102.0,10.0,ChIJw_EkSx0uaDQRXkHKed5hsq0,,【卡托米利庭園咖啡】。桃園市新屋區。咖啡廳。義式料理。中價位餐廳。主打義大利麵與義大利餐，空間呈現坐擁絕佳景觀風格，坐擁絕佳景觀，文青設計感空間。,咖啡廳,"{'category': '咖啡廳', 'scenario': ['坐擁絕佳景觀', '文青設計感空間'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6384,45.68,【卡托米利庭園咖啡】。桃園市新屋區。咖啡廳。義式料理。中價位餐廳。主打義大利麵與義大利餐，空間呈現坐擁絕佳景觀風格，坐擁絕佳景觀，文青設計感空間。
C3_376490000A_001438,虎尾眷村眷味廚房,眷味廚房以手工牛肉麵及充滿眷村風味的美食，成為虎尾建國眷村的必訪餐廳。,雲林縣虎尾鎮73號,886-5-6220985,,,$$,311.0,雲林縣,虎尾鎮,電話預約,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/huweijianguoculture/,https://www.google.com/maps/search/?api=1&query=%E7%9C%B7%E5%91%B3%E5%BB%9A%E6%88%BF%20%E9%9B%B2%E6%9E%97%E7%B8%A3%E8%99%8E%E5%B0%BE%E9%8E%AE73%E8%99%9F,120.4212,23.71399,Central,Active/Open,27.0,10.0,ChIJnfgeyuKxbjQRHWDl9-dMO5s,,【虎尾眷村眷味廚房】。雲林縣虎尾鎮。特色餐廳。中價位餐廳。主打牛肉麵與手工，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6358,44.71,【虎尾眷村眷味廚房】。雲林縣虎尾鎮。特色餐廳。中價位餐廳。主打牛肉麵與手工，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_376550000A_000376,老邵餐館,「老邵餃館」仍然堅持純手工將每一樣食物經過嚴密的篩選及處理，嚴持把關。採用花蓮本港現流魚鮮及自製酸白菜料理；搭配手工製作的麵條，吸附湯汁的麵條，滑順香Q，讓人食指大動的極緻美味。,花蓮縣花蓮市三民街3-2號,886-3-8340858,/image/chinese/d02.jpg,中式料理,$$,612.0,花蓮縣,花蓮市,11:00~20:30,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/p/%E8%80%81%E9%82%B5%E9%A4%90%E9%A4%A8%E5%92%8C%E5%B9%B3%E5%BA%97-100063663676706,https://www.google.com/maps/search/?api=1&query=%E8%80%81%E9%82%B5%E9%A4%90%E9%A4%A8%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E4%B8%89%E6%B0%91%E8%A1%973-2%E8%99%9F,121.61107,23.97739,East,Active/Open,,,ChIJddG1I76faDQRCFcFQhCvQ6U,,【老邵餐館】。花蓮縣花蓮市。特色餐廳。中價位餐廳。主打手工與湯汁，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6324,43.43,【老邵餐館】。花蓮縣花蓮市。特色餐廳。中價位餐廳。主打手工與湯汁，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_376450000A_000129,蒸烹派餐廳,苗栗縣特色美食認證類別：客家料理;提供wifi;創意靈感的湧現，總是能把客家料理變得很時髦，符合現代人的健康概念，主廚研發推出養生涼拌三絲這道由雞胸肉絲、蘋果、綠筍、小黃瓜組合而成的料理，清爽開胃，絕妙口感讓挑剔的味蕾徹底懾服。,苗栗縣三義鄉雙湖村雙湖5-5號1樓,886-37-876482,,,$$,,苗栗縣,三義鄉,每日開放11:00–14:00；17:00–20:00(每週一公休),請參考周邊路邊停車格或收費停車場,Cash,http://www.hakka888.com/,https://www.google.com/maps/search/?api=1&query=%E8%92%B8%E7%83%B9%E6%B4%BE%E9%A4%90%E5%BB%B3%20%E8%8B%97%E6%A0%97%E7%B8%A3%E4%B8%89%E7%BE%A9%E9%84%89%E9%9B%99%E6%B9%96%E6%9D%91%E9%9B%99%E6%B9%965-5%E8%99%9F1%E6%A8%93,120.77336,24.41899,Central,,,,ChIJ_cOE6TgEaTQRa8A6ATp6yx0,,【蒸烹派餐廳】。苗栗縣三義鄉。特色餐廳。中式台式。中價位餐廳。主打小黃瓜與客家，空間呈現家庭聚餐風格，適合家庭聚餐，浪漫約會氛圍。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '浪漫約會氛圍'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6314,43.05,【蒸烹派餐廳】。苗栗縣三義鄉。特色餐廳。中式台式。中價位餐廳。主打小黃瓜與客家，空間呈現家庭聚餐風格，適合家庭聚餐，浪漫約會氛圍。
C3_376580000A_000035,榮記客家湯圓-武昌店,從一間僅有 3 至 4 坪的小店起家，這間簡樸餐廳的誕生，源於老闆娘身為客家人，想在新竹品嚐一口「道地家鄉味」的純粹初心。店內主打各式客家在地料理，從暖心的湯品、紮實的麵食到精緻肉類料理應有盡有，其中最具代表性的莫過於那碗承載夢想的客家湯圓。隨著口碑遠播，為了讓老饕們免去市區停車之苦，更在南大路開設分店，持續將這份道地的客家美食發揚光大。,新竹市東區武昌街64號,886-3-5238238,,,$,303.0,新竹市,東區,一~日8:00~22:00,請參考周邊路邊停車格或收費停車場,Cash,https://vivawei.tw/rongji-tang-yuan-2025/,https://www.google.com/maps/search/?api=1&query=%E6%A6%AE%E8%A8%98%E5%AE%A2%E5%AE%B6%E6%B9%AF%E5%9C%93-%E6%AD%A6%E6%98%8C%E5%BA%97%20%E6%96%B0%E7%AB%B9%E5%B8%82%E6%9D%B1%E5%8D%80%E6%AD%A6%E6%98%8C%E8%A1%9764%E8%99%9F,120.96786,24.80219,North,Active/Open,3987.0,10.0,ChIJ0ajpYOo1aDQRFvj0fx5fkgI,,【榮記客家湯圓-武昌店】。新竹市東區。特色餐廳。中式台式。平價實惠。主打家鄉味與客家人，空間呈現在地庶民風味風格，在地庶民風味，簡潔用餐環境。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['在地庶民風味', '簡潔用餐環境'], 'has_parking': True, 'price_level': '$', 'is_late_night': True}",0.6303,42.67,【榮記客家湯圓-武昌店】。新竹市東區。特色餐廳。中式台式。平價實惠。主打家鄉味與客家人，空間呈現在地庶民風味風格，在地庶民風味，簡潔用餐環境。
C3_376550000A_000443,椿山日本料理,餐廳與小吃林立的花蓮市民國路，人稱「花蓮美食街」，在這個百家爭鳴的餐飲業〝一級戰區〞，位於民國路與光復街口一棟具有八十年歷史的日式老屋在因緣聚合下，成為三個男子共同開創事業的起點！身為花蓮子弟的「椿山日本料理」三位合夥人在珍惜古蹟的心情下，有志一同地刻意避免過度裝修，以保留老屋原貌，讓花蓮地景之一的「光復街108號老屋」持續散發出迷人況味！也期許「椿山日本料理」能像老屋一樣歷久彌新、吸引眾人。「椿山」沒有豪華裝潢，沒有米其林水準的頂級食材和廚師，但是，只要您來「椿山」，一定能感受到我們用心製作的食物和貼心服務，吃到最新鮮超&#20540;的「椿山」料理！在這個寬敞舒適的環境中，耳畔是悠揚的日本歌曲，入&#30524;是文化國寶吳敦厚大師手工繪製的典雅燈籠，吃進嘴裡的是正統,花蓮縣花蓮市光復街108號,886-3-8355833,,,$$,391.0,花蓮縣,花蓮市,每周二到五  11:30-14:00；                 17:00-21:00(周一店休),有停車位,Cash,https://www.facebook.com/ChunShan108/,https://www.google.com/maps/search/?api=1&query=%E6%A4%BF%E5%B1%B1%E6%97%A5%E6%9C%AC%E6%96%99%E7%90%86%20%E8%8A%B1%E8%93%AE%E7%B8%A3%E8%8A%B1%E8%93%AE%E5%B8%82%E5%85%89%E5%BE%A9%E8%A1%97108%E8%99%9F,121.60579,23.97928,East,Active/Open,990.0,10.0,ChIJB2M4gcCfaDQRzvPGGogt4-E,,【椿山日本料理】。花蓮縣花蓮市。特色餐廳。日式料理。中價位餐廳。主打餐飲業與合夥人，空間呈現在地庶民風味風格，浪漫約會氛圍，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['浪漫約會氛圍', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6302,42.63,【椿山日本料理】。花蓮縣花蓮市。特色餐廳。日式料理。中價位餐廳。主打餐飲業與合夥人，空間呈現在地庶民風味風格，浪漫約會氛圍，在地庶民風味。
C3_A15010100H_000210,翔記餐廳,當地知名的平價熱炒與特色料理店家，招牌紅燒羊肉爐湯頭濃郁、清甜無羶味，深受好評。店家由精通外燴的「鹿肉林」經營，主打鹿肉熱炒、南瓜海鮮煲及手工拉麵等料理，環境舒適且有冷氣，是綠島旅遊不錯的合菜選擇。 ,臺東縣951綠島鄉南寮村191-1號,886-8-9672021,,,$$,1753.0,臺東縣,綠島鄉,無,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/p/%E7%B6%A0%E5%B3%B6%E7%BF%94%E8%A8%98-100063836811264/,https://www.google.com/maps/search/?api=1&query=%E7%BF%94%E8%A8%98%E9%A4%90%E5%BB%B3%20%E8%87%BA%E6%9D%B1%E7%B8%A3951%E7%B6%A0%E5%B3%B6%E9%84%89%E5%8D%97%E5%AF%AE%E6%9D%91191-1%E8%99%9F,121.47159,22.66482,East,Active/Open,236.0,10.0,ChIJnQR92wuNbzQRtaxcKwFxY9E,,【翔記餐廳】。臺東縣綠島鄉。特色餐廳。日式料理。中價位餐廳。主打羊肉爐與湯頭，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6238,40.31,【翔記餐廳】。臺東縣綠島鄉。特色餐廳。日式料理。中價位餐廳。主打羊肉爐與湯頭，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_382000000A_208032,浙寧嘉園餐廳,隱身於巷弄間的江浙老字號，憑藉道地的蔥油餅與砂鍋魚頭，成為內行人心中傳承經典寧波風味的必訪名店。師傅手藝紮實、菜餚充滿家常溫暖，不僅完美展現江浙菜「濃油赤醬」的火候，更是老一輩饕客口碑相傳的聚餐首選。,新北市252三芝區中正路一段70號,886-2-26363131,,,$$$,368.0,新北市,三芝區,週一至週日11:00~14:00 17:00~21:00(週一，週二公休),請參考周邊路邊停車格或收費停車場,Cash,https://newtaipei.travel/zh-tw/shop/detail/208032,https://www.google.com/maps/search/?api=1&query=%E6%B5%99%E5%AF%A7%E5%98%89%E5%9C%92%E9%A4%90%E5%BB%B3%20%E6%96%B0%E5%8C%97%E5%B8%82252%E4%B8%89%E8%8A%9D%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF%E4%B8%80%E6%AE%B570%E8%99%9F,121.50397,25.25784,North,Active/Open,149.0,10.0,ChIJQTw03s22QjQRh_4YdXQ5g8M,,【浙寧嘉園餐廳】。新北市三芝區。特色餐廳。精緻高價。主打江浙菜與蔥油餅，空間呈現在地庶民風味風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$$', 'is_late_night': False}",0.6225,39.83,【浙寧嘉園餐廳】。新北市三芝區。特色餐廳。精緻高價。主打江浙菜與蔥油餅，空間呈現在地庶民風味風格，適合家庭聚餐，在地庶民風味。
C3_A15010100H_000016,噶瑪蘭海產店,以活龍蝦、風味原民料理及平實價格聞名。該餐廳特色為現撈海味與在地野菜，曾得過原民廚藝大賽冠軍，新址移至海邊玉石咖啡民宿二樓，可邊用餐邊欣賞海景。 ,花蓮縣977豐濱鄉新社村42號,886-3-8711339,,,$$,247.0,花蓮縣,豐濱鄉,11:00 - 14:00、17:00 - 19:00,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/share/1BxL36M9oE/,https://www.google.com/maps/search/?api=1&query=%E5%99%B6%E7%91%AA%E8%98%AD%E6%B5%B7%E7%94%A2%E5%BA%97%20%E8%8A%B1%E8%93%AE%E7%B8%A3977%E8%B1%90%E6%BF%B1%E9%84%89%E6%96%B0%E7%A4%BE%E6%9D%9142%E8%99%9F,121.53779,23.65318,East,Active/Open,2244.0,10.0,ChIJF0kjfABTbzQRX4qPElReULU,,【噶瑪蘭海產店】。花蓮縣豐濱鄉。特色餐廳。中價位餐廳。主打海味與野菜，空間呈現在地庶民風味風格，適合家庭聚餐，浪漫約會氛圍。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '浪漫約會氛圍'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6209,39.25,【噶瑪蘭海產店】。花蓮縣豐濱鄉。特色餐廳。中價位餐廳。主打海味與野菜，空間呈現在地庶民風味風格，適合家庭聚餐，浪漫約會氛圍。
C3_382000000A_207576,枋腳堡大天皇毛蟹城,遠離塵囂，享用美食欣賞美景，以山產為主，特別以土雞、鱘龍魚、貴妃魚為招牌菜。農家子弟出生的黃老闆，開業十數載，對天然有機農產養殖非常用心經營，擁有自己的土雞養殖場、有機蔬菜農地、原生種絨鰲蟹養殖場，並有養殖鱘龍魚、貴妃魚，所有食材絕不添加抗生素。把食物的原味直接送入口中，加上葉下紅的野菜，養身又健康。,新北市228貢寮區吉林村枋腳街13號,886-2-24942022,,,$$,450.0,新北市,貢寮區,11:00-19:00週二休(可以電話預約店家會配合時間),請參考周邊路邊停車格或收費停車場,Cash,https://newtaipei.travel/zh-tw/shop/detail/207576,https://www.google.com/maps/search/?api=1&query=%E6%9E%8B%E8%85%B3%E5%A0%A1%E5%A4%A7%E5%A4%A9%E7%9A%87%E6%AF%9B%E8%9F%B9%E5%9F%8E%20%E6%96%B0%E5%8C%97%E5%B8%82228%E8%B2%A2%E5%AF%AE%E5%8D%80%E5%90%89%E6%9E%97%E6%9D%91%E6%9E%8B%E8%85%B3%E8%A1%9713%E8%99%9F,121.88911,25.00157,North,Active/Open,90.0,10.0,ChIJwzA4gO9bXTQRfPQT50VBrmQ,,【枋腳堡大天皇毛蟹城】。新北市貢寮區。特色店家。中價位餐廳。主打農產與貴妃魚，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色店家,"{'category': '特色店家', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6194,38.71,【枋腳堡大天皇毛蟹城】。新北市貢寮區。特色店家。中價位餐廳。主打農產與貴妃魚，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_387000000A_003703,梨子咖啡館-豐原店,是豐原在地經營超過20年的溫馨餐廳，位於陽明大樓旁，環境綠白相間、溫馨明亮，非常適合約會與聚會。特色為提供高品質的義大利麵（如紐奧良肯瓊嫩雞奶油義大利麵）與燉飯，雖然與其他分店相比少了沙坑，但餐點CP值與服務品質仍具高口碑。,臺中市420豐原區陽明街86號1樓﹝前臺中縣政府旁﹞,886-4-25276799,,,$$,797.0,臺中市,豐原區,AM8:00~PM22:00,請參考周邊路邊停車格或收費停車場,Cash,https://www.pearcafe.com.tw/,https://www.google.com/maps/search/?api=1&query=%E6%A2%A8%E5%AD%90%E5%92%96%E5%95%A1%E9%A4%A8-%E8%B1%90%E5%8E%9F%E5%BA%97%20%E8%87%BA%E4%B8%AD%E5%B8%82420%E8%B1%90%E5%8E%9F%E5%8D%80%E9%99%BD%E6%98%8E%E8%A1%9786%E8%99%9F1%E6%A8%93%EF%B9%9D%E5%89%8D%E8%87%BA%E4%B8%AD%E7%B8%A3%E6%94%BF%E5%BA%9C%E6%97%81%EF%B9%9E,120.72219,24.2463,Central,Active/Open,,,ChIJi6ppwAQaaTQRpA5-nskvNTk,236.0,【梨子咖啡館-豐原店】。臺中市豐原區。咖啡廳。義式料理。中價位餐廳。主打義大利麵與燉飯，空間呈現在地庶民風味風格，浪漫約會氛圍，在地庶民風味。,咖啡廳,"{'category': '咖啡廳', 'scenario': ['浪漫約會氛圍', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': True}",0.6193,38.7,【梨子咖啡館-豐原店】。臺中市豐原區。咖啡廳。義式料理。中價位餐廳。主打義大利麵與燉飯，空間呈現在地庶民風味風格，浪漫約會氛圍，在地庶民風味。
C3_395000000A_002029,石家正阿美綠豆湯 西門店,這間充滿溫情的家庭經營小店，便是府城最早建立品牌的「阿美綠豆湯」。自民國五十四年創業以來，憑藉著傳承數十年的傳統甜湯聞名全台。這裡的綠豆湯與眾不同，濃郁香醇的湯頭搭配「久煮不爛、帶殼且入味」的綠豆，入口即化卻仍具層次。最令人驚艷的是加入自家製作、Ｑ彈有勁的番薯粉角**，與香甜綠豆交織出豐富的咬勁。在炎炎夏日來上一碗，不僅消暑解熱，更能品嚐到最純粹的職人堅持。,臺南市中西區西門路二段395號,886-6-2221851,,,$,410.0,臺南市,北區,週二~週日09:30–21:30，週一休息,請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/pages/%E7%9F%B3%E5%AE%B6%E6%AD%A3%E9%98%BF%E7%BE%8E%E7%B6%A0%E8%B1%86%E6%B9%AF/209439165762052,https://www.google.com/maps/search/?api=1&query=%E7%9F%B3%E5%AE%B6%E6%AD%A3%E9%98%BF%E7%BE%8E%E7%B6%A0%E8%B1%86%E6%B9%AF%20%E8%87%BA%E5%8D%97%E5%B8%82704%E5%8C%97%E5%8D%80%E8%A5%BF%E9%96%80%E8%B7%AF%E4%B8%89%E6%AE%B564%E8%99%9F,120.20234,23.00089,South,Active/Open,902.0,10.0,ChIJXfrCYmB2bjQRrUGnIA2ErbE,,【石家正阿美綠豆湯 西門店】。臺南市北區。甜點冰品店。平價實惠。主打家庭與溫情，空間呈現簡潔用餐環境風格，適合家庭聚餐，在地庶民風味。,甜點冰品店,"{'category': '甜點冰品店', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$', 'is_late_night': False}",0.6192,38.64,【石家正阿美綠豆湯 西門店】。臺南市北區。甜點冰品店。平價實惠。主打家庭與溫情，空間呈現簡潔用餐環境風格，適合家庭聚餐，在地庶民風味。
C3_382000000A_206275,Gino Pizza店,蘆洲湯姆咖啡廚房，為您呈獻一場南法情懷與義式風味的奇妙碰撞。我們專精於高品質、健康且具視覺張力的歐式料理，特別是擁有「豹紋披薩」美譽的拿坡里風窯烤 Pizza。餅皮香 Q 彈牙、外厚內薄，每一口都吃得到食材原味。結合歐、法、日元素的創新義大利麵與精緻套餐，搭配現點現做的堅持，我們在休閒愜意的空間裡，邀您共賞異國美食的真諦。,新北市247蘆洲區長安街108巷27號,886-2-28482666,,,$$,238.0,新北市,蘆洲區,週一~週五11:30~15:00 / 17:00~22:00 週六日11:30~22:00,請參考周邊路邊停車格或收費停車場,Cash,https://linktr.ee/ginopizza,https://www.google.com/maps/search/?api=1&query=Gino%20Pizza%E5%BA%97%20%E6%96%B0%E5%8C%97%E5%B8%82247%E8%98%86%E6%B4%B2%E5%8D%80%E9%95%B7%E5%AE%89%E8%A1%97108%E5%B7%B727%E8%99%9F,121.4621,25.08255,North,Active/Open,,,ChIJyVgLC7qoQjQRQex5vfM7Eaw,,【Gino Pizza店】。新北市蘆洲區。特色餐廳。義式料理。中價位餐廳。主打義大利麵與餅皮，空間呈現在地庶民風味風格，浪漫約會氛圍，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['浪漫約會氛圍', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': True}",0.6187,38.46,【Gino Pizza店】。新北市蘆洲區。特色餐廳。義式料理。中價位餐廳。主打義大利麵與餅皮，空間呈現在地庶民風味風格，浪漫約會氛圍，在地庶民風味。
C3_376540000A_000400,大巴六九景觀餐廳,大巴六九（Tamalakau）是卑南族語勇士的意思，位於台東縣卑南鄉海拔600公尺高處的「大巴六九藥用植物園區」，擁有三甲多的山林地，包括有一甲多的藥用植物區/野菜區種植上百種生機蔬果及藥草，以及擁有絕美視野的「大巴六九景觀餐廳」。佇立在園區內的觀景平台，可將遼闊的美景收進眼底，從腳下展開的花草綠樹到的遠方台東市平原、太平洋海岸，遼闊的視野讓人得以很快的放鬆下來，彷彿身至於世外桃源，深深吸一口氣，緩緩地讓身體與大地連結，找到心靈的平靜。「大巴六九景觀餐廳」以自種的蔬菜為主，讓客人自行取菜、汆燙，另提供多款養身熱湯如雷公茶飲雞湯、五行湯等，還有月桂葉蒸飯、水果、甜湯等。竭誠歡迎大家上山來享用乾淨、自然、健康、美味的餐飲，同時欣賞台東的美景，滋養您的身心。「大巴六九藥景觀餐廳」採預約制，除用餐時間，其他時間不開放參觀，敬請見諒。,臺東縣954卑南鄉泰安村19鄰543-8號,886-8-9380341,,,$$$,177.0,臺東縣,卑南鄉,星期一休息星期二休息星期三休息星期四休息星期五17:30–20:30星期六17:30–20:30星期日17:30–20:30,請參考周邊路邊停車格或收費停車場,Cash,http://da869.weebly.com/,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E5%B7%B4%E5%85%AD%E4%B9%9D%E6%99%AF%E8%A7%80%E9%A4%90%E5%BB%B3%20%E8%87%BA%E6%9D%B1%E7%B8%A3954%E5%8D%91%E5%8D%97%E9%84%89%E6%B3%B0%E5%AE%89%E6%9D%9119%E9%84%B0543-8%E8%99%9F,121.0499,22.80826,East,Active/Open,,,ChIJHxOgsMuwbzQRNBlk38IhLTk,,【大巴六九景觀餐廳】。臺東縣卑南鄉。特色餐廳。精緻高價。主打水果與雞湯，空間呈現在地庶民風味風格，適合家庭聚餐，浪漫約會氛圍。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '浪漫約會氛圍'], 'has_parking': True, 'price_level': '$$$', 'is_late_night': False}",0.6169,37.84,【大巴六九景觀餐廳】。臺東縣卑南鄉。特色餐廳。精緻高價。主打水果與雞湯，空間呈現在地庶民風味風格，適合家庭聚餐，浪漫約會氛圍。
C3_376470000A_000187,木生海鮮會館,「木生海鮮會館」**是一家深受在地人推崇的樸實名店，專精於鮮美的海鮮料理、暖心湯品與適合多人共享的佳餚。最特別的是，在這間專業的海鮮餐廳裡，藏著讓人一試難忘的「靈魂滷肉飯」，這種由頂級海味與庶民小吃交織出的獨特風味，讓木生成為在地饕客口耳相傳的飲食寶地。,彰化縣鹿港鎮自由路77號,886-4-7764072,,,$$$,570.0,彰化縣,鹿港鎮,"11:00–14:00, 17:30–20:30",請參考周邊路邊停車格或收費停車場,Cash,https://www.facebook.com/profile.php?id=100069190856313,https://www.google.com/maps/search/?api=1&query=%E6%9C%A8%E7%94%9F%E6%B5%B7%E9%AE%AE%E6%9C%83%E9%A4%A8%20%E5%BD%B0%E5%8C%96%E7%B8%A3%E9%B9%BF%E6%B8%AF%E9%8E%AE%E8%87%AA%E7%94%B1%E8%B7%AF77%E8%99%9F,120.436781,24.059861,Central,Active/Open,2562.0,10.0,ChIJQRNNxglGaTQR2cMdN2uo0Hg,,【木生海鮮會館】。彰化縣鹿港鎮。特色餐廳。精緻高價。主打滷肉飯與湯品，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。,特色餐廳,"{'category': '特色餐廳', 'scenario': ['適合家庭聚餐', '在地庶民風味'], 'has_parking': True, 'price_level': '$$$', 'is_late_night': False}",0.6137,36.71,【木生海鮮會館】。彰化縣鹿港鎮。特色餐廳。精緻高價。主打滷肉飯與湯品，空間呈現家庭聚餐風格，適合家庭聚餐，在地庶民風味。
C3_376490000A_000890,韓國戀人(Korealover),韓風新潮貨櫃餐廳整齊劃一的翠綠草地之上，矗立著時下最流行的低彩度貨櫃風韓風餐館，光從外表看來就像是一座裝置藝術。除了可以於店外大草坪與大陽傘蔭下，飽餐道地的紫菜飯捲、韓式三明治，可也別忘留點胃囊給每日限量的美好甜點！,麥寮鄉霄仁路50號(車水馬龍自助洗車場旁),886-5-7878887,,,$$,266.0,雲林縣,麥寮鄉,11:00-19:00五六11:00-21:00一二三公休,請參考周邊路邊停車格或收費停車場,Cash,https://www.instagram.com/__korealover__?igsh=M2hqaTFkNWF2NG9i,https://www.google.com/maps/search/?api=1&query=%E9%9F%93%E5%9C%8B%E6%88%80%E4%BA%BA%20%ED%95%9C%EA%B5%AD%EC%9D%98%20%EC%97%B0%EC%9D%B8%20Korealover%20%E9%BA%A5%E5%AF%AE%E9%84%89%E9%9C%84%E4%BB%81%E8%B7%AF50%E8%99%9F%28%E8%BB%8A%E6%B0%B4%E9%A6%AC%E9%BE%8D%E8%87%AA%E5%8A%A9%E6%B4%97%E8%BB%8A%E5%A0%B4%E6%97%81%29,120.2652,23.75212,Central,Active/Open,498.0,10.0,ChIJq3IWbiCvbjQRebJyvwPgUiY,,【韓國戀人(Korealover)】。雲林縣麥寮鄉。複合式咖啡館。中價位餐廳。主打飯捲與陽傘蔭，空間呈現在地庶民風味風格，浪漫約會氛圍，在地庶民風味。,複合式咖啡館,"{'category': '複合式咖啡館', 'scenario': ['浪漫約會氛圍', '在地庶民風味'], 'has_parking': True, 'price_level': '$$', 'is_late_night': False}",0.6108,35.73,【韓國戀人(Korealover)】。雲林縣麥寮鄉。複合式咖啡館。中價位餐廳。主打飯捲與陽傘蔭，空間呈現在地庶民風味風格，浪漫約會氛圍，在地庶民風味。
